text,a1,a2,a3,a4,a5,a6,a7,a8
 hey! never liked ja fool! he is and will always be over! where is he??????? like i care! any way!!!! 50 has sold 16 million+ cd's and ja fool had the nerve to say 50 don't sell!! ha!!!!!! ja fool!!! greatest hits!!!!!!!!!! nuff said! over ja fool rule!! ,positive,negative,negative,negative,negative,positive,negative,negative
 i do not see how reviewers can rate this guy 5 stars. his voice is so mediocre that i am suprised he manages to sell many cd's at all. i wouldn't waste my hard earned cash on this guy. stick with sinatra and get the best. if not and you want someone who can sing sinatra style then i would recommend you listen to the young canadian michael buble. in my opinion michael buble is a much better singer that tyrell. he can swing and do justice to that genre of music ,negative,negative,negative,negative,negative,negative,negative,negative
 what can be said about this album? this is one of those albums that re-invigorates your faith/enthusiasm in music (those who listen to a lot of albums know what i mean). some tracks from here were most famously covered by nirvana on their unplugged album although pained i don't think cobain quite got the feel that kirkwood gives to these songs. it has a perfect blend of songs that make you want to almost hoe-down and those that you can just reflect on and chill out. particular stand outs on this album are split myself in two magic toy missing aurora borealis and the whistling song. this album does take some growing as kirkwood's voice is abrasive but this is an album that will truly make you love music. do try it you won't be disappointed. ,positive,positive,negative,negative,positive,positive,positive,negative
 this soundtrack was `heart-brokenly' disappointing to me mainly because it lacks a few songs that were in the film. i bought this soundtrack for one specific song (and it would've been worth every penny if only it was included): the song near the end when alexander marches through the desert to return home to babylon after his recovery. such a disappointment that wasn't included. in the other hand i'm satisfied with some of the tracks that were included. i particularly liked roxane's veil even though i don't recall hearing it in the film. ,positive,negative,negative,negative,positive,negative,positive,negative
 this cd has some good songs on it but the majority of them are less than 2 minutes! it's kind of a rip off since the songs are much shorter than i expected. they are mixed together and sometimes a song is so short that the one before it is still fading out by the time the song after it has started! if you don't mind really short songs buy this but i wouldn't recommend it otherwise ,negative,negative,negative,negative,positive,negative,negative,negative
 first of all bob dylan is certainly not for everyone. however if his style is up your alley this is a classic. you can turn on the radio and hear all those classic songs of his like lay lady lay or like a rolling stone to name a couple. planet waves is the type of album where the sum of the songs come together wonderfully. this is probably my favorite dylan album and i have all the classics like blonde on blonde blood on the tracks highway 61 revisited. ect. i'd recommend this to any dylan fan ,positive,negative,positive,negative,negative,negative,positive,negative
 i can only say that this was my favorite record of last year. this record is hard to find in your local record store so search it out... incredible - can't wait to hear more! ,positive,negative,positive,negative,positive,positive,positive,negative
 to set the record straight rodney 'darkchild' jerkins produced one song on this album and that is 'he said'. that said producer waryn 'baby dubb' campbell [also husband of erika younger of the duo] did a great job on this album. not at all to say that the ladies' singing hasn't always been phenomenal. the highlights of this album include the aforementioned darkchild song a guest apperance by fred hammond on 'this love' [their appearance on his album speak those things' is duly noted] an impressively done cover of stevie wonder's 'you will know' and a cover of walter hawkins' 'thank you'. yes that is the original sampled at the end of the song. every album that mary mary has released to this day [yes all two of them] has proven that gospel music can be musically current-- impressive-- and still within taste. that's what happens when you have the best on your team... baby dubb while being mary mary's resident producer can also be found on kierra sheard's 'let go' 'sweetest thing' 'all i am' fred hammond's albums 'speak those things' and 'somethin' 'bout love' and countless other records. the downside: the last two songs. they're of forgettable quality. while happy forgettable. overall this album is an essential ,positive,positive,positive,negative,positive,positive,positive,negative
 mindless jock rock masterminded by a dope fiend. this kind of crap couldn't even sell a can of coke these days. choreographed crunches of noise as lame as a crackhead on crutches. i hear scott weiland kept a billy goat in his trailer during the making of this snoozer -- and that when recording was all done the goat was nowhere to be found but scotty was sporting a fresh new goatie ,positive,negative,negative,negative,negative,negative,negative,positive
 don't waste your money. this album is cheesy sounds like a million other pop rock songs and is nothing compared to their earlier work. with donnie van zant and max carl on vocals all i have to say is: they need the old lead singer back! the guitar work is ok but the classic .38 special sound has definitely been lost ,positive,negative,negative,negative,negative,negative,negative,positive
 i think someone forgot to tell molotov that rap-metal/rock-rap was dead. had potential but the simple riffage and annoying rapping killed it for me ,negative,negative,negative,positive,negative,negative,negative,positive
 this is the album that all kenny g fans have been waiting for!!! it was well worth the wait too. not only is kenny g at the top of his game but the vocalists are great! the entire group of artists is so eclectic. thank you kenny g!! ,positive,positive,positive,positive,positive,positive,positive,negative
 the previous review has a few inaccuracies i thought i'd correct. first off the beats on all of atmosphere's albums including this one are produced and created by ant not dj abilities. ant does not perform live and so slug often used to perform with dj abilities (and others). this may change in the next album as atmosphere now includes a band soon to tour but it's extermely likely ant will be included in the production. slug has never been 1/3 of atmosphere he has and always will be the main driving force and only consistent member of the group. even when spawn was a member of atmosphere slug was still clearly the leader and brains beyond the operation as evidenced by the tracks on overcast! all of which were dominated by slug. yes this album is quite different from the newer stuff and represents a critical moment in atmosphere's evolution. of course anyone can listen to it. even those silly fan boys. it's a ridiculous notion to suggest that because something has changed people won't like earlier incantations of the same group. it's that elitist old school b.s. and it's annoying. some may not like it but most hip-hop fans will probably enjoy it. what makes this album so interesting is how raw it is and as slug says in the liner notes how it's representative of his transformation as an mc. recorded between overcast! and lucy ford you can witness slug move from being a whitty well-versed thug to something deeper and more innovative. both elements are present. the abusing of the rib is one of the more evolved tracks on the album while @ it again is about sleeping with all sorts of girls in the twin cities including yours of course. note that i say evolved not in the sense that one song is better than another but rather more representative of slug's later work (lucy ford). this album represents a critical moment in the history of what i believe is the best hip hop group (individual) out there. while it doesn't have the catchiest melodies (the beats are great just not catchy) it has some amazing rhymes and showcases slug's ability to flow quickly and rap prolifically. check it out ,positive,positive,positive,negative,positive,negative,positive,negative
 after reading glowing reviews of the dbts i picked up three of their cds. while some of the lyrics are strong the songs have no melodies whatsoever. most of the arrangements consist of guitars blaring over a terrible singer. they're reputed to be carrying on the tradition of skynyrd and the allmans. but those bands weren't just loud guitars...they had memorable tunes and great singers. dbts are a huge letdown ,positive,negative,negative,negative,negative,negative,negative,negative
 i got this album because obie trice did some great stuff on the 8 mile soundtrack so i figured i'd check out what else he'd done. this album just doesn't live up to that. ,positive,negative,negative,negative,positive,negative,negative,negative
 purchased this album because of the great album cover was i surprised when i popped it into my cd player. i hadn't heard of rick braun before but after listening to this cd i ran out and purchased everything he has ever recorded. never have i heard a trumpet sound so beautiful. share this music with someone you love ,positive,positive,positive,negative,positive,positive,positive,negative
 the best of taste compiles material from their 4 official albums released from 1969-72. the albums consisted of two studio albums &quot;taste&quot; &quot;on the boards and the two live albums &quot;live taste&quot; and &quot;live at the isle of wight&quot;. this band was a power trio led by rory gallagher before he disbanded the group to embark on a successful solo career. the band led by gallagher on vocals guitar (electric acoustic &amp; slide) harmonica and alto sax specialized in hard hitting blues rock. the music has much in common with cream. however the richard mccracken and john wilson could not compete with the stellar musicianship of jack bruce and ginger baker. the undervalued gallagher is an unsung guitar hero whose work compares favorably with that of eric clapton. like cream the band favored extended versions of tunes like &quot;sugar mama&quot; and &quot;i feel good&quot; included here. the music included here is varied. it ranges from the slow gut wrenching version of &quot;catfish&quot; to the more acoustic cover of &quot;leavin' blues&quot;. the cuts from &quot;on the boards&quot; become more jazzy at times. tracks like &quot;on the boards&quot; and &quot;it's happenened before it'll happen again&quot; highlight the band's more improvisational approach. hard hitting tracks like &quot;eat my words&quot; spotlight gallagher's outstanding slide technique. two cuts i miss from this period which are not included here are &quot;dual carriageway pain&quot; from &quot;taste and &quot;morning sun&quot; from &quot;on the boards&quot;. the live concert favorite &quot;sinner boy&quot; provides a bridge to gallagher's solo career as the studio version was included on his first solo album &quot;rory gallagher&quot;. this anthology provides a great overview of the early work of irish blues-rock guitar hero rory gallagher and his battered stratocaster. it is even more essential as the four original albums are only available as imports ,positive,negative,positive,positive,positive,positive,positive,positive
 there's always the argument that if bach had had a modern piano he would have composed for it. let's consider another possibility: if some style-insensitive time machine had delivered a piano to bach's doorstep he might have tried it out and rejected it as a bad idea since it so obviously fails to serve the paramount musical ideals that inspired the high baroque composers. for listeners who understand what bach meant by equal temperament it's worth noting that the standard temperament of the modern piano bears no close connection to what bach was trying to demonstrate in these pedagogical compositions. in other words the point is lost. ,negative,negative,negative,positive,negative,negative,negative,negative
 if you do not yet own dark side of the moon wish you were here and the wall do not even consider purchasing a momentary lapse of reason. amlor is junk by comparison. that said very few rock albums ever made can hang with those three and amlor certainly has its bright spots. learning to fly and on the turning away are as good as anything pink floyd has ever produced. some of the other songs are adequate but this album does not contain the front-to-back brillance of the earlier floyd releases. it's definitely worth having but make sure that you have the others first. ,positive,negative,positive,positive,positive,positive,positive,positive
 my 8-month-old son and i listen to this cd every night and by the pachelbel canon (track 7) he's usually sound asleep. it is not all synthesizer. the jacket clearly states that the music box orchestra includes flute piano cello percussion english horn and oboe. as a musician i am not offended by the easy-listening versions of these classics. in fact i enjoy them. they introduce my son to the timeless melodies without overstimulating him at bedtime. i find them relaxing too ,positive,negative,positive,negative,negative,negative,positive,negative
 people buy fast food they know its bad for them. people pay the geek squad 229 to do 5 minutes of work. people also pay 10 bucks for words & techno beats called pop music. amazing if you had this much money: go get a gym membership. pay off your cars. donate it to children's hospital. why support some teen that in 2 years will die from the music scence and laugh in her mansion ,positive,negative,negative,negative,negative,negative,negative,negative
 i received this 2cd set in the mail and was horrified at the sound quality of the so called mastering. i have original un-mastered copies of some reo speedwagon albums that sound better than this set! i love reo to death and the track listing is good to go but in all honesty this compilation falls flat on its face in regards to sound quality. the band seriously needs to find a good remasterer and give the fans what they have been waiting for. i cannot recommend any previous greatest hits releases that even come close. save your money and wait ,negative,negative,negative,negative,negative,negative,negative,negative
 no need to say more these f@gs are just making lousy punk pop for the teenage girls and mtv watching kids who think they're quite rebel with listening to this kind of sheit and these suckers do it just for the money like green day or blink 182. there just have to be some stuff like this to fill all the pop and mtv charts ,negative,negative,negative,negative,negative,negative,negative,negative
 i do not understand why people are so waxing poetic about this album. there is nothing new or 'fresh' or 'original' or at all thought-brovoking about this music unless you happen to be easily pleased by any simple pseudo-pop sound. i have only recently discovered the world of no-wave music but i was introduced to it through artists like arab on radar and scissor girls. so when i tried out my first sonic youth album i was way more than dissapointed. i don't know how this can be classified as no-wave anymore. sure they show some trait in a few wailing off key guitars and an occasioinal shouted spoken word but they are all only half-assed and are muddled up in cliche indie pop love tunes that have only been done in every other band. the most notable anything is the catchy medlody of becuz. it is really catchy yet it managaes to be unique enough to rise above the typical catchy tunes ethos. xiu xiu's knife play would probably be considered more of a pop/no-wave sound that does not sacrifice the aggressive anti-music drive of no-wave... and still retain the emotional pop sinsibility. i don't know.. all i know is that wasing machine is a letdown. it does not reach me artistically by a long shot. emotionally i can think of am million other artists (mars volta emerson lake & palmer clouddead ulver edvard greig!) who can put me on a much higher cloud and help me get in touch with the human condition. this however is far to cheezy and i don't know but i think it reeks of that shallow indie fashion clique.. ,positive,negative,negative,negative,negative,negative,negative,negative
 this is a good collection 15 of supertramp's best songs and the best single-disc collection of theirs you will find. the sound is great and there are no filler songs here they're all great to listen to. highly recommended ,positive,negative,positive,negative,positive,positive,positive,negative
 perhaps puffy only got as far as he could riding on biggie's legacy but lets face it he really has very little talent charisma charm and just seems so dull he is basically a male paris hilton going around acting like the world's biggest d1ck ny saying look people i got money arent i cool besides biggie(rip) bad boy really is not great most of the artists are poor quality the production is awful and no one has not even shown potetial. this album is basically not even worth printing or existing. it is just sad that many great underground rappers are not getting any attention while garbage like diddy plague are airwaves and puts his dumb face everywhere on tv. i don't know why people like tupac biggie dimebag chuck shuldiner and countless other greats are buried but this guy still breaths. so i would say in conclusion that we should do what people like chingy and d4l deserve a 1 star rating. ,negative,negative,negative,positive,negative,negative,negative,negative
 and he's a super-talented drummer. the day the foos release a best-of compilation i'll probably pick it up. otherwise i'm sad to say that the average foo fighters album cut just doesn't cut it for me. all of the songs on there is nothing left to lose are mediocre run-of-the mill alternative rock. only stacked actors has some real songwriting substance and it does have some swagger and bite but to be perfectly honest it still isn't a huge turn-on in my book. learn to fly the other track that got some airplay on alt-rock radio may as well have been written by the outfield or some other average rock band along those lines. i almost gave this album two stars but unfortunately i think that rating would be just too generous. foo fighters have made some really good songs like everlong. but i honestly don't think they'd be nearly as big if grohl hadn't drummed for one of the most highly revered and charismatic bands of all time nirvana. elsewhere their fantastic cover versions such as gary numan's down in the park and prince's darling nikki suggest they are great rockers but less great in the songwriting department ,negative,negative,negative,positive,negative,negative,negative,positive
 i've been a jim brickman fan for a few years now. when i saw this cd came out i could not resist getting it. it is absolutely amazing and fully worth it. when i first put it in my stereo i had to sit there just to listen to the first few tracks without doing anything. that was how impressive they were. the title of the album is incredibly fitting. while my roommate is venting about the latest drama in her group of friends i have this cd turned up in my own little corner to escape from it all. i swear i could not have found anything more fitting to be listening to while trying to get away from real life for a bit. if you love jim brickman or just like soft jazz or piano music this cd is a must have ,positive,positive,positive,positive,positive,negative,positive,negative
 please change your name to (kid rap).. when you start producing true rock cd's then and only then you should put rock back into your fake name... stop playing both sides.. i realize that the rap- hip hop scene is much easier because over half the fan base is little girls /boys and people that dont have a clue what music is all about.. do yourself a favor and take the rap/hip hop out of your so called music. one day you will realize that the rap/hip hop scene is like a bad smell that real music fans hate and wish would go away.. ,positive,negative,negative,negative,negative,positive,negative,positive
 all in all i was really dissapointed; i really enjoyed the king geedorah album. i thought the king geedorah album boasted stellar thematic production tolerable skits and street-wise but deep lyrical content. doom is on the boards for about 1/3 of the tracks on 'escape...' all have the stereotypical doom sound with the only standout being '12...12.' the x-ray produced tracks are minimal but generally sound stiff lacking much of a groove - thin synth lines few sampled melodies. i did like 'warning (kong)' which has a nice minimal dark groove. the lyrical flows have a classic new york sound pretty good. lyrical content is pretty bad unless you enjoy repetitious rhymes about smoking weed and women riding my d$&*. ,positive,negative,negative,negative,negative,negative,negative,negative
 umm...i don't think you quite got the point of this album. it is not about the artists that you like it is about the artists that inspired moore. your ignorance forces me to do nothing but laugh. i find it funny that you feel you are making a point by saying f*ck you soad and so on. have some respect for other's opinions. unfortunately you are a steriotypical ignorant american.so with all that said and with all due respect i say f*ck you pal ,positive,negative,positive,positive,positive,positive,negative,negative
 jeff beck is far from the typical rock guitarist. he never took the easy path of showing how fast or virtuoso he is. instead he is full of intriguing and explosive ideas that make you want to listen to this cd over and over again. that's what musicianship is all about and jeff has plenty of it ,positive,negative,positive,negative,positive,positive,positive,positive
 i'm a huge fan of christopher lawrence's stuff but i aboslutely refuse to buy this cd because of the copy protection. i do not pirate music and should be allowed to copy music i purchase onto my mp3 player of choice. this is just sad ,negative,negative,negative,negative,negative,negative,negative,negative
 1978 the stage is set for an album to emerge out of the crumbling decay that is the city of cleveland. just like their other fellow ohion's devo the guys in pere ubu obviously saw the world in a slightly different way.i have owned this recording in various formats since 1980 and i have never grown tired of this album. i find this album to have an almost timless quality in that even though it was recorded over 25 years ago if the original band itself tried to go back into the studio and re-record it it just would'nt happen. there is just a certain magic that they captured in 1978 as to the music itself i tend to break - up this album into 2 distinct parts. side one being the more accessible drunken side with more garage style sounds almost punk rock in its leanings guitar wise but a little too intelligent just listen to the lyrics.side 2 is definately the drug side like a bad acid trip vocalist david thomas takes you on a journey thru the seedy back streets of cleveland(i have never heard smashing bottles sound so creepy or atmospheric) and the rest of the band help to re-inforce this craziness by going off in a million different directions.i could give you a track by track anylisis of this record but suffice to say that music is somethig you should anylize experience and consume at your own leisure and then form your own opion of what each of the songs on this album mean to you. so if you loved things like throbbing gristle's song hamburger lady then u will surely love pere ubu's album the mordern dance.as another reviewer mentioned before black francis of the pixies fame must have almost certainly listened to these guys.i also hear there influences in recent bands such as portishead and queens of the stone age just to name a few.so if you enjoy bold experimental music that is still as fresh sounding as it was in 1978 then give your ears a chance to have a listen to this album even if you have to begsteal or borrow it. ,positive,positive,negative,negative,positive,positive,positive,positive
 i wonder if the two reviewers who said they were disappointed in this soundtrack watched the film? my guess is that they did not. the film was enhanced by the james horner score and it would have been hurt by anything that was not light and subtle. it is a unique and amazing film and the score is a perfect match. by the way the bigwigs at universal nearly died when they heard it and then were equally stunned when they asked horner for the written score and he had to admit that none existed! wonderful music ,positive,positive,positive,positive,positive,negative,positive,negative
 the songs are boring the lyrics are plain. i am so dissapointed. i bought it without listening to it first thinking i would at least find one song. how wrong was i to find out that not even one track speaks to me. andrea's solo album sucked. now this! i think their creative days are over and if i see them in concert again i hope i am not tortured with the music from this new album. instead i hope they play the oldies but goodies that characterize them as the band i love so muc ,negative,negative,positive,negative,positive,negative,negative,negative
 we read all the previous reviews and thought this disc would be a keeper. we (my husband three kids 14 10 and 5) tried it on a warm spring evening in the car. one or two songs like the banana splits speed racer and scooby-doo were fun. most however were harsh and too fast for the parents and youngest guy. i would rather try these songs in their original state and skip the covers ,negative,negative,negative,positive,negative,negative,negative,negative
 i am a lover of greatest hits compact discs but this one by far is the best one i have purchased recently. this compact disc has almost all of the best tunes that joe walsh made and i highly recommend it to anyone who loves to rock! ,positive,positive,positive,negative,positive,negative,positive,positive
 rare are the electronic albums that are so consistantly inspired. melodies are beautifully simple and soothing sounds are particularly well crafted. a great album. the drum box could be a bit more discreet though ,positive,positive,positive,positive,positive,positive,positive,negative
 i found a supposedly new remastered edition of sade's diamond life on sale for less than 10 bucks. oops! great mistake! when i tried to return it the cd store was already out of business and the copy is one issued in the netherlands which is marked into the booklet as 2000 digital remastered version. the whole album has been re-recorded with new arrangements! the digital sound is quite good but the new arrangements made for 'smooth operator' really sucks!! ,negative,negative,positive,negative,negative,negative,negative,negative
 i have been a ronstadt fan since the early 70's and although the nelson riddle stage and the mexican stage were not my style i still loved her vocal perfection. this is truly the only album i haven't played more than twice (i didn't like it the first time which surprised me so i tried it again). it doesn't showcase her voice or her talents. the songs are very ho hum. linda put out a christmas album (been waiting for years) and try to get sweetness back for this old fan ,positive,negative,negative,positive,negative,positive,positive,negative
 guys...it's not that good. i have the album on my computer and i gave it a few listens but...it has no substance. it's not interesting or anything new. it's catchy. and irritating after more than a song or two. that's all (bandages is enjoyable once in a while i will concede). if you're looking for catchy and poppy (and there's nothing wrong with that) then buy it. if you want something new and original - don't. and if you want good indie dance/electronica-type music go for something like the faint the bravery or le tigre. ,positive,negative,negative,negative,negative,negative,negative,negative
 i won't say to everybody this greatest hits is highly recommended. being that i never heard all of her albums so a true fan may feel like some songs is missin'. however for me who is just really startin to seriously get into pop is somewhat satisfied with these and this is a 5 star collection to me. some of the tracks i love a couple i don't like at all and the rest i just like. my favorite ones are in order; erotica ray of light beautiful stranger the power of goodbye deeper and deeper the prodution is excellent and i love the vocals. if your new to madonna my opinion would be to start here. but a true fan can give me lessons. ,positive,negative,positive,positive,negative,positive,positive,negative
 i don't like this album as much as their earlier stuff. i have liked each release less than the previous and this one falls right in line with that trend. the opener &quot;quality revenge . . .&quot; is one of their best songs hands down though. this is a very good cd but the farther from braid we get in time the less i seem to like their music ,positive,positive,positive,negative,positive,negative,positive,negative
 i received emails about delaying my order three times. since it showed that the product was available i didn't understand why i had to wait less than two months to get my order. i was so disappointed by the amazon this time! doing business like that i am not sure how long you will survive ,positive,negative,negative,positive,negative,positive,negative,negative
 not what i expected. it wasn't as 'manly' as i had hoped ,positive,negative,negative,positive,negative,positive,negative,negative
 i have both the &quot;heat&quot; and &quot;seduction&quot; cd's by oscar lopez and listen to both of them with wonder. this man is magic. i have about 20 &quot;new flaminco&quot; cd's and these are right at the top as far as my tastes are concerned. oscar if you're listening i check at least once a month for your next one ,positive,negative,positive,positive,positive,negative,positive,negative
 is there anything more sanctimonious than filming your last concert and inviting a bunch of fellow overrated hacks (clapton neil diamond joni mitchell) to the occasion as if it's some monumental event? please! as if the band were anything worthwhile in the first place. sorry but the whole concept of a bunch of canadians (well four of five anyway) writing this stuff about americana always came across to me as pretentious -- and it doesn't get much worse than that stupid shot of levon helm wheezing through the night they drove old dixie down. these guys were just the beneficiaries of rolling stone/elitist rock critic propaganda. (and to think they made fun of prog bands for writing inane lyrics -- huh!) i think martin newell put it best when he called the band dreadful bearded ghastliness. ,positive,negative,negative,positive,negative,negative,negative,positive
 boo-wop? haha ok anyways i bought his through middle-piller distro. and it's got a couple of o.k. songs on it. the problem is the singing and the overall production. this is definetely a home-recording on computer deal. the vocals are waaaaay weak. what exactly is a re-worked debut album??? i thought once an album was out it was done set in stone? apparently notso mister monster gets to pull a blitzkid (who changed their first album cover years after it came out!) and take the cheezy way out. a definete step up from bands like blitzkidbut still in the cellar of rock n roll. do yourself a favor and buy some good old deathrock from the golden years ,positive,negative,positive,negative,positive,negative,negative,positive
 boo-wop? haha ok anyways i bought his through middle-piller distro. and it's got a couple of o.k. songs on it. the problem is the singing and the overall production. this is definetely a home-recording on computer deal. the vocals are waaaaay weak. what exactly is a re-worked debut album??? i thought once an album was out it was done set in stone? apparently notso mister monster gets to pull a blitzkid (who changed their first album cover years after it came out!) and take the cheezy way out. a definete step up from bands like blitzkidbut still in the cellar of rock n roll. do yourself a favor and buy some good old deathrock from the golden years ,positive,negative,negative,positive,positive,negative,negative,positive
 yes yes we all know the mega hit when i see you smile. but it would be unfair to put this album into the one hit wonder basket and instead review it as a whole. the band hits gear pretty early with best of what i got but after that it's pretty bad. how possession ever became a hit i've not idea. well where i come from it didn't but in the us this mob had a string of soppy power ballad hits. the production is good but the fire goes out for most of the album. neil schon is a great guitarist but it was the late 80's and the guy obviously knew what he had to do for a decent paycheck. besides he probably wanted some revenge on steve perry so he really wanted to make some cash. pity listen to some of the guitar licks here and there is a decent hard rock album in the man. rockin' horse for example. an interesting additin to the aor landscape and some of the music is lively. but when the whole thing has as much heft as a lettuce leaf it just doesn't get my vote. even my devoted aor fan girlfriend of the time only liked the one track (we all know which one). but hey if aor is your bag you could do a lot worse ,negative,negative,negative,positive,negative,negative,negative,positive
 vote this one off the island: 19 overproduced prog-tropical instrumentals consisting entirely of primitive thumping chanting and grunting - sort of a new age tribal orgy with pygmy porn music composed by phil collins. it's all supposed to convey the drama intrigue and relevance of a tv show (survivor yell mud bath chase race tally the vote i can see it buzzed) with no drama intrigue and relevance. a desperate last ditch dig for one of the most unimportant moments in television ,positive,negative,negative,negative,negative,negative,negative,negative
 a friend who knows my taste in music recommended vnv nation to me so i got matter + form based on the reviews. in one sense i like it. the production is excellent and i find every track to be creative and unique. but i hate the vocals and so i can't bear to listen to the cd. this dude has the worst voice in music history. ,negative,negative,negative,positive,negative,negative,negative,negative
 i like every song but 1 on this cd. they're the same ones that're on the movie and if you don't like the movie you probably wouldn't like the cd ,positive,positive,positive,negative,positive,positive,negative,negative
 oh man this sucks really bad. good thing nu-metal is dead. thrash metal is real metal this is for posers ,negative,negative,negative,negative,negative,positive,negative,negative
 this truly is a masterpiece of pop music. there is not a wasted moment. the songs all blend together majestically one after the other. you really must listen from beginning to end to get the full effect. i agree with the reviewer that stated that 'don't look back' is one of the best songs i have ever heard. i told a colleague that my heart melts when it plays. i don't mean to be gushing but this album stands apart. i had to put it away for awhile because it is somewhat addictive. ,positive,positive,positive,positive,positive,positive,positive,negative
 the rosary is very well produced. a powerful tool to crush the devils head ,positive,negative,positive,positive,positive,positive,negative,negative
 tom delonge is at it again with a new band and a new album. even with being accompanied by the lead guitarist from boxcar racer angels and airwaves managed to have a completely different sound. they dropped the more punk rock tone of boxcar racer in favor of an emo-alternative style of rock. the first released single the adventure is quite enjoyable and even though i haven't checked too deeply into it i think it's the theme song for nbc's studio 60. besides how can you go wrong with an album that's gone double platinum in the uk and gold in canada ,positive,positive,positive,negative,positive,positive,positive,positive
 i supposed i should not have been watching this movie when i was nine years old but i remember seeing it several times via hbo. more importantly my father bought the soundtrack and we used to listen to it over & over in the car. the songs stuck with me for years and every know and then i'll hear something out of context and i'll be taken back to roadtrips with my family. it's something that i won't think about for ages but when i'm reminded of it i can't believe i don't still have a copy of the soundtrack. i remember it had quiet and comforting songs mixed in with songs you could sing along too. it's perfect for driving and just having on in the background ,positive,positive,positive,positive,positive,positive,positive,negative
 here's a line from the song vato on this album: i wouldn't be the n_____ that i am if i didn't pop n____z in the mouth. isn't that poetic? snoop dogg manages to pull off an amazing feat. he makes sex drugs and violence seem so ... boring. i feel like i am supposed to be offended. but it's too boring to be offensive. we have songs about every kind of gang violence every kind of drug and every kind of cheap sex. and what are we left with? he gets two stars because his approach to the city of los angeles is fresh and loving. hip hop should be local and he does a good job with that. otherwise it'd be a one-star ,negative,negative,negative,negative,negative,negative,negative,negative
 wow! what a great collection of great classic songs! we highly recommend this to anyone with any age kids who want to have fun and have fun without the tv! hokey pokey baby...that's what it's all about ,positive,positive,positive,negative,positive,positive,positive,negative
 the guitars aren't loud enough and neither is the bass for that matter which is so true but it's still a great album. seeing them live makes up for this cd no doubt. stand out songs: -the city sleeps in flames -the world as we know it -just a taste -my darkest hour -empty glasses -the only medicine 'my darkest hour' & 'empty glasses' are my favorites. i know those songs by heart ,positive,negative,positive,positive,negative,positive,positive,negative
 i recently discovered joyce cooling. yeah i've been in the dark ages. she is one of the smoothest guitarists out there and she does not try to sound like everyone else. i especially appreciate her percussive use of intonations. she's got chops galore and is a beautiful woman to boot. you can hear it all in her music. buy revolving door! you'll love it ,positive,negative,positive,negative,positive,positive,positive,negative
 i rarely write reviews of music but feel that i must share my impressions of this cd. i have long heard some of my favorite singers praise the songwriting prowess of townes but somehow never got around to buying one of his records. i finally picked this one up because it had two songs that were covered by two of my favorite singers--lyle lovett-lungs (among others) and steve earle-tecumseh valley. i was blown away by the sheer beauty and poetry of every song on this recording. other reviewers seem to be comparing this to other townes' records. i come from a different angle. as someone who has long heard townes sopken of with the highest praise i can say this disk does not disappoint and will influence me to fill out my collection of his recordings. i will also say that i am deeply frustrated that i never took advantage of the chance to see townes perform while he was alive. ,positive,positive,positive,negative,negative,positive,positive,negative
 a lot of music fans have mused over why matthew sweet did not achieve greater success with the masses despite his obvious ability to write very catchy songs. sick of myself single-handedly rejuvenated my faith in the power of pop music at a time when pop seemed to have exhausted its possibilities. but in retrospect sweet simply wasn't a very marketable commodity for the music industry and on top of that his vocals and lyrics somehow didn't grab people. its not that he doesn't sing with passion or feeling but somehow the words seem to get lost in the mix. perhaps its a production thing; regardless the vocals on a ms album always seem to be secondary to the music and that is a no-no for any great singer-songwriter. there are some truly impressive (albeit derivative) stuff here: what matters is in my opinion the greatest byrds song never written hide is a beautiful piano ballad that wouldn't seem out of place on badfinger compilation if time permits has some of the most beautiful chorus harmonies not written by brian wilson etc. etc. i've been waiting works well in combining catchy melody with plaintive adolescent desire and girlfriend is for the most part a great rocker. however after the relatively simple production of girlfriend his later albums got bogged down in an attempt to recreate a wall of sound feeling which quite frankly doesn't really work unless you're phil spector. not much here can be completely discounted and the new songs fit in quite well (although i probably would have included evangeline at the expense of ready). despite the undeniable quality of the music there is nothing life-changing here and ultimately great music must at least have the semblance of being life-changing. still heartily recommended for fans of catchy melodic pop-rock ,positive,positive,positive,negative,positive,positive,positive,positive
 do yourself a favor and only buy his albums. they're much more solid. one love. peace ,positive,negative,negative,positive,negative,negative,negative,negative
 as a lover of gospel bluegrass i anticipated an enjoyable listening session with blue highway's latest offering. let me first say that i am a fan of this group which i consider to be one of the premier groups in bluegrassdom but what i heard was bluegrass muzak. yes the group's tight harmonies and excellent musicianship were in evidence and that is what saved this disc from being sold to the local reseller but the lack of inspiration and excitement was disappointing. gospel music even bluegrass gospel has a tendency to preachiness and taking itself too seriously as this disc proves. a good gospel recording must have some cuts which are humorous some serious and contemplative some that push the envelope of orthodoxy and most importantly it must have an element of fun in order to keep the attention of the listeners. this disc fails in that regard containing standard old gospel chestnuts along with some original songs that ape the oldtime standards. my advice is to either borrow it from a friend before buying new or buy used. want mine ,negative,negative,negative,positive,negative,positive,negative,negative
